datetime,odba,odba_mean,odba_max,temp,nest,awake,asleep,odba_z
24/05/2020 14:21:30.000,0.0906666666666666,0.06,0.32,24.58,Out,0,1,-0.592960832753957
24/05/2020 14:22:30.000,0.0123333333333333,0,0.07,24.58,Out,0,1,-0.845973248232732
24/05/2020 14:23:30.000,0.0353333333333333,0,0.13,24.45,Out,0,1,-0.771684496453858
24/05/2020 14:24:30.000,0.217166666666667,0.5,0.69,24.45,Out,1,0,-0.184372697970148
24/05/2020 14:25:30.000,0.196666666666667,0.12,0.88,24.45,Out,0,1,-0.250586585425232
24/05/2020 14:26:30.000,0.0405,0,0.19,24.33,Out,0,1,-0.754996443518024
24/05/2020 14:27:30.000,0.0525,0,0.19,24.09,Out,0,1,-0.716237094763828
24/05/2020 14:28:30.000,0.0601666666666666,0.0599999999999999,0.51,23.97,Out,0,1,-0.691474177504204
24/05/2020 14:29:30.000,0.194,0.26,0.87,23.97,Out,0,1,-0.259199774037275
24/05/2020 14:30:30.000,0.0328333333333333,0,0.37,23.97,Out,0,1,-0.779759360777648
24/05/2020 14:31:30.000,0.196,0.32,0.75,24.09,Out,0,1,-0.252739882578243
24/05/2020 14:32:30.000,0.105833333333334,0.12,0.37,24.09,Out,0,1,-0.543973322522959
24/05/2020 14:33:30.000,0.0721666666666667,0.12,0.24,24.21,Out,0,1,-0.652714828750008
24/05/2020 14:34:30.000,0.310166666666667,1,1.25,24.33,Out,1,0,0.116012254874865
24/05/2020 14:35:30.000,0.127666666666667,0.2,0.26,24.33,Out,0,1,-0.473452840761855
24/05/2020 14:36:30.000,0.223166666666667,0.12,0.62,24.33,Out,1,0,-0.164993023593051
24/05/2020 14:37:30.000,0.143833333333333,0.13,0.87,24.45,Out,0,1,-0.421235384801342
24/05/2020 14:38:30.000,0.0720000000000001,0.12,0.18,24.33,Out,0,1,-0.653253153038261
24/05/2020 14:39:30.000,0.0888333333333334,0.06,0.43,23.97,Out,0,1,-0.598882399924737
24/05/2020 14:40:30.000,0.0826666666666667,0,0.81,24.09,Out,0,1,-0.618800398590087
24/05/2020 14:41:30.000,0.131666666666667,0.12,0.32,23.84,Out,0,1,-0.46053305784379
24/05/2020 14:42:30.000,0.0618333333333333,0.12,0.26,23.97,Out,0,1,-0.686090934621676
24/05/2020 14:43:30.000,0.0193333333333333,0.07,0.19,23.84,Out,0,1,-0.823363628126118
24/05/2020 14:44:30.000,0.00933333333333333,0,0.07,23.97,Out,0,1,-0.855663085421281
24/05/2020 14:45:30.000,0.023,0,0.2,23.97,Out,0,1,-0.811520493784558
24/05/2020 14:46:30.000,0.00466666666666667,0,0.07,23.97,Out,0,1,-0.870736165492357
24/05/2020 14:47:30.000,0.0163333333333333,0.07,0.07,23.97,Out,0,1,-0.833053465314667
24/05/2020 14:48:30.000,0.00883333333333334,0,0.13,23.97,Out,0,1,-0.857278058286039
24/05/2020 14:49:30.000,0.096,0.14,0.38,23.97,Out,0,1,-0.57573445552987
24/05/2020 14:50:30.000,0.0423333333333333,0,0.19,24.21,Out,0,1,-0.749074876347244
24/05/2020 14:51:30.000,0.1085,0,0.38,24.09,Out,0,1,-0.535360133910917
24/05/2020 14:52:30.000,0.0433333333333333,0,0.13,24.21,Out,0,1,-0.745844930617727
24/05/2020 14:53:30.000,0.555,0.99,1.45,24.21,Out,1,0,0.906810634318099
24/05/2020 14:54:30.000,0.492,0.38,1.06,24.09,Out,1,0,0.703324053358574
24/05/2020 14:55:30.000,0.0845,0.0599999999999999,0.19,24.21,Out,0,1,-0.612878831419308
24/05/2020 14:56:30.000,0.0223333333333333,0,0.07,24.58,Out,0,1,-0.813673790937569
24/05/2020 14:57:30.000,0.0646666666666667,0.62,0.62,24.82,Out,0,1,-0.67693942172138
24/05/2020 14:58:30.000,0.0581666666666667,0.0599999999999999,0.19,24.94,Out,0,1,-0.697934068963236
24/05/2020 14:59:30.000,0.24,1.32,1.37,25.06,Out,1,0,-0.110622270479527
24/05/2020 15:00:30.000,0.0163333333333333,0,0.13,25.06,Out,0,1,-0.833053465314667
24/05/2020 15:01:30.000,0.1745,0.0599999999999999,1.24,25.06,Out,0,1,-0.322183715762842
24/05/2020 15:02:30.000,0.168666666666667,0,0.93,25.06,Out,0,1,-0.341025065851688
24/05/2020 15:03:30.000,0.3505,0.5,0.89,25.06,Out,1,0,0.246286732632021
24/05/2020 15:04:30.000,0.0323333333333334,0,0.13,25.31,Nest,0,1,-0.781374333642406
24/05/2020 15:05:30.000,0.0126666666666667,0,0.31,25.55,Nest,0,1,-0.844896599656226
24/05/2020 15:06:30.000,0.024,0.0600000000000001,0.19,25.67,Nest,0,1,-0.808290548055042
24/05/2020 15:07:30.000,0.024,0,0.12,25.67,Nest,0,1,-0.808290548055042
24/05/2020 15:08:30.000,0.002,0,0.0600000000000001,25.67,Nest,0,1,-0.8793493541044
24/05/2020 15:09:30.000,0.0503333333333333,0,0.68,25.8,Nest,0,1,-0.723235310511113
24/05/2020 15:10:30.000,0.697333333333333,0.31,4.99,25.8,Nest,1,0,1.36653957648592
24/05/2020 15:11:30.000,0.682,0.31,3.94,25.06,Out,1,0,1.31701374196667
24/05/2020 15:12:30.000,0.325333333333333,0.0599999999999999,1.14,24.58,Out,1,0,0.164999765105862
24/05/2020 15:13:30.000,0.5245,0.37,1.44,24.09,Out,1,0,0.808297289567853
24/05/2020 15:14:30.000,0.464833333333333,0.64,1.07,23.6,Out,1,0,0.615577194373383
24/05/2020 15:15:30.000,0.284333333333333,0.37,0.56,22.5,Out,1,0,0.0325719901956944
24/05/2020 15:16:30.000,0.3105,0.25,1.81,23.35,Out,1,0,0.117088903451371
24/05/2020 15:17:30.000,0.236333333333333,0.06,0.62,23.23,Out,1,0,-0.122465404821087
24/05/2020 15:18:30.000,0.3425,0.06,1.95,23.23,Out,1,0,0.220447166795891
24/05/2020 15:19:30.000,0.32,0.19,0.63,22.62,Out,1,0,0.147773387881775
24/05/2020 15:20:30.000,0.390333333333333,0.45,1.14,22.99,Out,1,0,0.37494623752442
24/05/2020 15:21:30.000,0.250333333333333,0.37,0.55,22.5,Out,1,0,-0.0772461646078585
24/05/2020 15:22:30.000,0.395333333333333,0.24,2.51,22.01,Out,1,0,0.391095966172001
24/05/2020 15:23:30.000,0.094,0.07,0.19,22.01,Out,0,1,-0.582194346988903
24/05/2020 15:24:30.000,0.184333333333333,0.06,0.38,22.01,Out,0,1,-0.290422582755933
24/05/2020 15:25:30.000,0.2175,0.13,0.63,22.01,Out,1,0,-0.183296049393643
24/05/2020 15:26:30.000,0.108333333333333,0.07,0.32,22.01,Out,0,1,-0.535898458199169
24/05/2020 15:27:30.000,0.110166666666667,0.06,0.26,22.01,Out,0,1,-0.52997689102839
24/05/2020 15:28:30.000,0.186833333333333,0.19,0.51,22.01,Out,0,1,-0.282347718432142
24/05/2020 15:29:30.000,0.193166666666667,0.24,1.25,22.01,Out,0,1,-0.261891395478539
24/05/2020 15:30:30.000,0.2815,0.06,0.94,22.01,Out,1,0,0.0234204772953989
24/05/2020 15:31:30.000,0.298333333333333,0.5,0.56,22.01,Out,1,0,0.0777912304089228
24/05/2020 15:32:30.000,0.398833333333334,0.12,2.57,21.89,Out,1,0,0.402400776225309
24/05/2020 15:33:30.000,0.1245,0.06,0.38,21.77,Out,0,1,-0.483681002238657
24/05/2020 15:34:30.000,0.166166666666667,0.37,0.49,21.77,Out,0,1,-0.349099930175478
24/05/2020 15:35:30.000,0.188833333333333,0.12,0.51,21.4,Out,0,1,-0.27588782697311
24/05/2020 15:36:30.000,0.0791666666666667,0.07,0.31,21.52,Out,0,1,-0.630105208643394
24/05/2020 15:37:30.000,0.114166666666667,0.13,0.37,21.65,Out,0,1,-0.517057108110325
24/05/2020 15:38:30.000,0.1575,0.0600000000000001,0.63,21.89,Out,0,1,-0.377092793164619
24/05/2020 15:39:30.000,0.224166666666667,0.07,1.89,22.01,Out,1,0,-0.161763077863535
24/05/2020 15:40:30.000,0.284833333333333,0.0599999999999999,0.57,22.01,Out,1,0,0.0341869630604527
24/05/2020 15:41:30.000,0.301166666666667,0.25,3.19,22.01,Out,1,0,0.0869427433092186
24/05/2020 15:42:30.000,0.2205,0.07,0.62,21.65,Out,1,0,-0.173606212205094
24/05/2020 15:43:30.000,0.297166666666667,0.31,1.13,21.16,Out,1,0,0.0740229603911537
24/05/2020 15:44:30.000,0.404166666666667,0.26,2.18,21.16,Out,1,0,0.419627153449394
24/05/2020 15:45:30.000,0.599833333333333,0.32,1.94,21.03,Out,1,0,1.05161986785808
24/05/2020 15:46:30.000,0.876833333333333,0.95,2.99,21.4,Out,1,0,1.94631483493409
24/05/2020 15:47:30.000,0.807833333333333,0.38,2.13,21.77,Out,1,0,1.72344857959746
24/05/2020 15:48:30.000,0.967166666666667,0.63,4.44,21.89,Out,1,0,2.23808659916706
24/05/2020 15:49:30.000,0.3125,0.12,0.94,21.89,Out,1,0,0.123548794910403
24/05/2020 15:50:30.000,0.32,0.13,2.19,21.65,Out,1,0,0.147773387881774
24/05/2020 15:51:30.000,0.1015,0.14,0.32,22.01,Out,0,1,-0.557969754017531
24/05/2020 15:52:30.000,0.122333333333333,0,0.38,22.01,Out,0,1,-0.490679217985942
24/05/2020 15:53:30.000,0.154666666666667,0.19,0.37,22.01,Out,0,1,-0.386244306064916
24/05/2020 15:54:30.000,0.143333333333333,0.18,0.56,22.01,Out,0,1,-0.4228503576661
24/05/2020 15:55:30.000,0.1375,0,0.69,22.01,Out,0,1,-0.441691707754945
24/05/2020 15:56:30.000,0.207333333333333,0.06,0.44,22.01,Out,1,0,-0.216133830977059
24/05/2020 15:57:30.000,0.0721666666666667,0.0599999999999999,0.31,22.01,Out,0,1,-0.652714828750008
24/05/2020 15:58:30.000,0.0353333333333333,0.0599999999999999,0.12,22.01,Out,0,1,-0.771684496453858
24/05/2020 15:59:30.000,0.104166666666667,0.14,0.38,22.01,Out,0,1,-0.549356565405487
24/05/2020 16:00:30.000,0.0938333333333333,0.19,0.38,22.01,Out,0,1,-0.582732671277156
24/05/2020 16:01:30.000,0.260666666666667,0.25,1.55,22.26,Out,1,0,-0.0438700587361906
24/05/2020 16:02:30.000,0.752166666666667,0.83,1.51,22.01,Out,1,0,1.54364826732106
24/05/2020 16:03:30.000,1.38016666666667,0.89,4.25,22.01,Out,1,0,3.57205418545727
24/05/2020 16:04:30.000,1.00316666666667,0.31,4.19,22.01,Out,1,0,2.35436464542964
24/05/2020 16:05:30.000,0.6295,0.87,2.02,22.13,Out,1,0,1.14744159116706
24/05/2020 16:06:30.000,0.725666666666667,0.57,1.57,22.01,Out,1,0,1.45805470548888
24/05/2020 16:07:30.000,0.457666666666667,0.75,1.37,22.38,Out,1,0,0.592429249978515
24/05/2020 16:08:30.000,0.517833333333333,0.44,1.76,22.01,Out,1,0,0.786764318037745
24/05/2020 16:09:30.000,1.03566666666667,0.68,3.2,22.13,Out,1,0,2.45933788163892
24/05/2020 16:10:30.000,1.10683333333333,0.18,4.05,22.13,Out,1,0,2.68920235272283
24/05/2020 16:11:30.000,0.890333333333334,1.61,2.63,22.38,Out,1,0,1.98991910228256
24/05/2020 16:12:30.000,0.254166666666667,0.38,0.75,22.62,Out,1,0,-0.064864705978046
24/05/2020 16:13:30.000,0.1715,0.12,0.63,23.11,Out,0,1,-0.331873552951392
24/05/2020 16:14:30.000,0.843666666666667,0.81,4.44,23.48,Out,1,0,1.8391883015718
24/05/2020 16:15:30.000,1.07716666666667,0.38,3.25,23.35,Out,1,0,2.59338062941385
24/05/2020 16:16:30.000,0.743,0.38,2.63,23.23,Out,1,0,1.51404043146716
24/05/2020 16:17:30.000,0.556833333333333,0.0599999999999999,4.18,23.11,Out,1,0,0.912732201488879
24/05/2020 16:18:30.000,1.1135,0.32,7.5,23.11,Out,1,0,2.71073532425294
24/05/2020 16:19:30.000,0.991333333333333,0.94,3.45,22.62,Out,1,0,2.3161436209637
24/05/2020 16:20:30.000,0.228833333333333,0.45,0.51,23.35,Out,1,0,-0.146689997792459
24/05/2020 16:21:30.000,0.590333333333333,0.26,1.7,23.97,Out,1,0,1.02093538342767
24/05/2020 16:22:30.000,0.255833333333333,0.31,1.07,24.09,Out,1,0,-0.0594814630955195
24/05/2020 16:23:30.000,0.191833333333333,0.51,0.51,24.21,Out,0,1,-0.266197989784561
24/05/2020 16:24:30.000,1.14583333333333,3.75,6.56,24.33,Out,1,0,2.81517023617397
24/05/2020 16:25:30.000,0.969666666666667,0.37,4.56,23.97,Out,1,0,2.24616146349085
24/05/2020 16:26:30.000,0.621666666666667,0.33,1.76,23.97,Out,1,0,1.12214034961918
24/05/2020 16:27:30.000,0.588333333333333,1.19,1.8,23.6,Out,1,0,1.01447549196864
24/05/2020 16:28:30.000,0.554833333333333,0.45,2.5,23.35,Out,1,0,0.906272310029847
24/05/2020 16:29:30.000,0.540833333333333,0.68,1.7,22.38,Out,1,0,0.861053069816618
24/05/2020 16:30:30.000,0.514333333333333,1.33,1.33,22.01,Out,1,0,0.775459507984437
24/05/2020 16:31:30.000,0.649833333333333,0.68,1.99,22.01,Out,1,0,1.21311715433389
24/05/2020 16:32:30.000,0.558,0.18,1.75,22.01,Out,1,0,0.916500471506648
24/05/2020 16:33:30.000,1.41783333333333,1.32,4.57,22.01,Out,1,0,3.69371547460239
24/05/2020 16:34:30.000,0.685833333333333,0.5,1.75,22.01,Out,1,0,1.32939520059648
24/05/2020 16:35:30.000,0.694,2.63,4.13,22.01,Out,1,0,1.35577309072086
24/05/2020 16:36:30.000,0.803,1,2.24,22.01,Out,1,0,1.70783717523814
24/05/2020 16:37:30.000,0.637166666666667,0.76,2.93,22.01,Out,1,0,1.17220450842669
24/05/2020 16:38:30.000,0.219666666666667,0.18,2.01,22.01,Out,1,0,-0.176297833646358
24/05/2020 16:39:30.000,1.2385,0.7,9.31,22.01,Out,1,0,3.11447854044247
24/05/2020 16:40:30.000,0.240166666666667,0.12,1.51,22.01,Out,1,0,-0.110083946191274
24/05/2020 16:41:30.000,0.666166666666667,0.0599999999999999,3.81,22.74,Out,1,0,1.26587293458266
24/05/2020 16:42:30.000,0.472833333333333,0.12,2.07,23.11,Out,1,0,0.641416760209511
24/05/2020 16:43:30.000,0.664833333333333,0.18,2.32,23.48,Out,1,0,1.26156634027664
24/05/2020 16:44:30.000,1.08033333333333,0.33,3.88,23.6,Out,1,0,2.60360879089065
24/05/2020 16:45:30.000,1.62116666666667,1.68,4.32,23.35,Out,1,0,4.3504711062707
24/05/2020 16:46:30.000,1.669,2.25,5.75,22.38,Out,1,0,4.50497017699923
24/05/2020 16:47:30.000,1.34,1.13,4.56,22.01,Out,1,0,3.44231803198837
24/05/2020 16:48:30.000,1.295,0.69,3.51,22.01,Out,1,0,3.29697047416014
24/05/2020 16:49:30.000,1.38933333333333,0.56,9.01,22.01,Out,1,0,3.60166202131118
24/05/2020 16:50:30.000,0.891166666666666,1.19,2.14,21.65,Out,1,0,1.99261072372382
24/05/2020 16:51:30.000,0.558,1.63,3.95,21.4,Out,1,0,0.916500471506648
24/05/2020 16:52:30.000,0.933166666666667,1.2,3.57,21.4,Out,1,0,2.1282684443635
24/05/2020 16:53:30.000,0.738,0.94,2.39,21.03,Out,1,0,1.49789070281958
24/05/2020 16:54:30.000,0.915333333333333,0.37,1.75,20.91,Out,1,0,2.07066774552046
24/05/2020 16:55:30.000,0.834166666666666,1.45,2.25,20.55,Out,1,0,1.80850381714139
24/05/2020 16:56:30.000,0.6865,0.25,2.19,20.55,Out,1,0,1.33154849774949
24/05/2020 16:57:30.000,0.213333333333333,0.25,0.75,20.67,Out,1,0,-0.196754156599961
24/05/2020 16:58:30.000,0.260833333333333,0.0600000000000001,2.07,20.91,Out,1,0,-0.0433317344479379
24/05/2020 16:59:30.000,0.662166666666667,1.51,2.99,21.03,Out,1,0,1.25295315166459
24/05/2020 17:00:30.000,0.2105,0.06,0.49,21.16,Out,1,0,-0.205905669500257
24/05/2020 17:01:30.000,0.394666666666667,0.44,1.07,21.65,Out,1,0,0.38894266901899
24/05/2020 17:02:30.000,0.217333333333333,0.19,0.39,22.01,Out,1,0,-0.183834373681896
24/05/2020 17:03:30.000,0.767833333333333,0.56,5.12,22.01,Out,1,0,1.59425075041681
24/05/2020 17:04:30.000,0.8045,1.56,2.45,22.01,Out,1,0,1.71268209383241
24/05/2020 17:05:30.000,0.518166666666667,0.25,1.44,21.89,Out,1,0,0.787840966614251
24/05/2020 17:06:30.000,0.327166666666667,0.38,0.94,22.01,Out,1,0,0.170921332276642
24/05/2020 17:07:30.000,0.5355,0,1.44,22.01,Out,1,0,0.843826692592532
24/05/2020 17:08:30.000,0.338666666666667,0.07,1.69,22.01,Out,1,0,0.208065708166079
24/05/2020 17:09:30.000,0.584166666666667,0.68,1.7,22.74,Out,1,0,1.00101738476232
24/05/2020 17:10:30.000,0.571,0.38,1.32,23.48,Out,1,0,0.95848976599036
24/05/2020 17:11:30.000,0.913333333333333,0.56,2.19,23.84,Out,1,0,2.06420785406143
24/05/2020 17:12:30.000,0.414,0.56,0.94,23.84,Out,1,0,0.451388286456305
24/05/2020 17:13:30.000,0.601666666666667,0.76,1.38,23.97,Out,1,0,1.05754143502886
24/05/2020 17:14:30.000,0.9005,1.07,2.26,23.97,Out,1,0,2.02275688386597
24/05/2020 17:15:30.000,0.653,1.25,1.37,23.72,Out,1,0,1.22334531581069
24/05/2020 17:16:30.000,0.3645,0.31,1,23.72,Out,1,0,0.29150597284525
24/05/2020 17:17:30.000,0.672833333333334,1.06,1.49,23.6,Out,1,0,1.28740590611277
24/05/2020 17:18:30.000,0.612,0.68,1.48,23.6,Out,1,0,1.09091754090053
24/05/2020 17:19:30.000,0.0408333333333333,0,0.21,23.48,Out,0,1,-0.753919794941518
24/05/2020 17:20:30.000,0.128,0.25,0.37,23.48,Out,0,1,-0.47237619218535
24/05/2020 17:21:30.000,0.089,0,0.5,23.48,Out,0,1,-0.598344075636484
24/05/2020 17:22:30.000,0.200166666666667,0,1.81,23.48,Out,0,1,-0.239281775371925
24/05/2020 17:23:30.000,0.6395,0.69,1.95,23.48,Out,1,0,1.17974104846223
24/05/2020 17:24:30.000,0.0208333333333333,0,0.14,23.48,Out,0,1,-0.818518709531843
24/05/2020 17:25:30.000,0.0235,0,0.13,23.48,Out,0,1,-0.8099055209198
24/05/2020 17:26:30.000,0.617666666666667,0.7,2.07,23.48,Out,1,0,1.10922056670112
24/05/2020 17:27:30.000,0.0651666666666667,0.07,0.24,23.35,Out,0,1,-0.675324448856622
24/05/2020 17:28:30.000,0.027,0,0.19,23.23,Out,0,1,-0.798600710866493
24/05/2020 17:29:30.000,0.0783333333333333,0.12,0.49,23.23,Out,0,1,-0.632796830084658
24/05/2020 17:30:30.000,0.101833333333333,0,0.88,22.38,Out,0,1,-0.556893105441026
24/05/2020 17:31:30.000,0.071,0.0600000000000001,0.18,22.01,Out,0,1,-0.656483098767777
24/05/2020 17:32:30.000,0.0193333333333333,0,0.19,22.01,Out,0,1,-0.823363628126118
24/05/2020 17:33:30.000,0.380833333333333,0.0600000000000001,1.88,22.01,Out,1,0,0.344261753094015
24/05/2020 17:34:30.000,0.00783333333333333,0,0.07,22.01,Out,0,1,-0.860508004015555
24/05/2020 17:35:30.000,0.00583333333333333,0,0.14,22.01,Out,0,1,-0.866967895474588
24/05/2020 17:36:30.000,0.035,0.07,0.19,22.01,Out,0,1,-0.772761145030363
24/05/2020 17:37:30.000,0.0161666666666667,0,0.13,22.01,Out,0,1,-0.833591789602919
24/05/2020 17:38:30.000,0.306833333333333,0.63,1.32,21.89,Out,1,0,0.10524576910981
24/05/2020 17:39:30.000,0.0955000000000001,0.0600000000000001,0.31,21.77,Out,0,1,-0.577349428394628
24/05/2020 17:40:30.000,0.028,0,0.18,21.89,Out,0,1,-0.795370765136977
24/05/2020 17:41:30.000,0.0311666666666667,0,0.18,21.89,Out,0,1,-0.785142603660175
24/05/2020 17:42:30.000,0.011,0,0.0600000000000001,21.52,Out,0,1,-0.850279842538754
24/05/2020 17:43:30.000,0.018,0,0.18,22.26,Out,0,1,-0.82767022243214
24/05/2020 17:44:30.000,0.013,0,0.12,21.52,Out,0,1,-0.843819951079721
24/05/2020 17:45:30.000,0.00700000000000001,0.06,0.0600000000000001,21.4,Out,0,1,-0.863199625456819
24/05/2020 17:46:30.000,0.00500000000000001,0,0.12,21.28,Out,0,1,-0.869659516915851
24/05/2020 17:47:30.000,0.436833333333333,1.25,1.52,21.52,Out,1,0,0.525138713946926
24/05/2020 17:48:30.000,0.524333333333333,0.25,1.63,22.01,Out,1,0,0.8077589652796
24/05/2020 17:49:30.000,0.0186666666666666,0,0.13,22.01,Out,0,1,-0.825516925279129
24/05/2020 17:50:30.000,0.0356666666666666,0.0599999999999999,0.2,22.01,Out,0,1,-0.770607847877352
24/05/2020 17:51:30.000,0.0695,0,0.38,22.01,Out,0,1,-0.661328017362052
24/05/2020 17:52:30.000,0.173166666666667,0.07,0.32,22.01,Out,0,1,-0.326490310068864
24/05/2020 17:53:30.000,0.175833333333333,0.18,0.63,22.01,Out,0,1,-0.317877121456821
24/05/2020 17:54:30.000,0.032,0,0.12,22.01,Out,0,1,-0.782450982218912
