datetime,odba,odba_max,temp,nest,awake,asleep,odba_z
2017-05-16 00:00:00,0.0600000000000001,0.0600000000000001,24.94,Nest,0,1,-0.488906218409298
2017-05-16 00:01:00,0,0.06,24.7,Nest,0,1,-0.638191018675888
2017-05-16 00:02:00,0,0.68,24.58,Nest,0,1,-0.638191018675888
2017-05-16 00:03:00,0,0.0599999999999999,24.58,Nest,0,1,-0.638191018675888
2017-05-16 00:04:00,0.0599999999999999,0.0600000000000001,24.58,Nest,0,1,-0.488906218409299
2017-05-16 00:05:00,0,0.31,24.45,Nest,0,1,-0.638191018675888
2017-05-16 00:06:00,0.07,0.93,24.45,Nest,0,1,-0.464025418364867
2017-05-16 00:07:00,0,0.06,24.33,Nest,0,1,-0.638191018675888
2017-05-16 00:08:00,0,0.12,24.33,Nest,0,1,-0.638191018675888
2017-05-16 00:09:00,0.0599999999999999,0.13,24.33,Nest,0,1,-0.488906218409299
2017-05-16 00:10:00,0.06,0.87,24.21,Nest,0,1,-0.488906218409298
2017-05-16 00:11:00,0,0.37,24.21,Nest,0,1,-0.638191018675888
2017-05-16 00:12:00,0,0.0600000000000001,24.45,Nest,0,1,-0.638191018675888
2017-05-16 00:13:00,0,0.19,24.45,Nest,0,1,-0.638191018675888
2017-05-16 00:14:00,0.25,0.44,24.58,Nest,1,0,-0.0161710175650966
2017-05-16 00:15:00,0,0.19,24.45,Nest,0,1,-0.638191018675888
2017-05-16 00:16:00,0.37,0.37,24.45,Nest,1,0,0.282398582968083
2017-05-16 00:17:00,0,0,24.7,Nest,0,1,-0.638191018675888
2017-05-16 00:18:00,0,0,24.94,Nest,0,1,-0.638191018675888
2017-05-16 00:19:00,0,0,24.94,Nest,0,1,-0.638191018675888
2017-05-16 00:20:00,0,0,24.94,Nest,0,1,-0.638191018675888
2017-05-16 00:21:00,0,0,24.82,Nest,0,1,-0.638191018675888
2017-05-16 00:22:00,0,0,24.94,Nest,0,1,-0.638191018675888
2017-05-16 00:23:00,0,0.43,24.94,Nest,0,1,-0.638191018675888
2017-05-16 00:24:00,0.0600000000000001,0.13,24.94,Nest,0,1,-0.488906218409298
2017-05-16 00:25:00,0,0.13,25.06,Nest,0,1,-0.638191018675888
