datetime,odba,odba_max,temp,nest,awake,asleep,odba_z
24/04/2015 00:00:00.000,0.06,0.38,28.85,Nest,0,1,-0.570387153275619
24/04/2015 00:01:00.000,0.06,0.32,29.09,Nest,0,1,-0.570387153275619
24/04/2015 00:02:00.000,0,0.0699999999999998,29.22,Nest,0,1,-0.667158131336468
24/04/2015 00:03:00.000,0,0.25,29.22,Nest,0,1,-0.667158131336468
24/04/2015 00:04:00.000,0.12,0.5,29.22,Nest,0,1,-0.47361617521477
24/04/2015 00:05:00.000,0.06,0.43,29.22,Nest,0,1,-0.570387153275619
24/04/2015 00:06:00.000,0.07,0.14,29.22,Nest,0,1,-0.554258656932144
24/04/2015 00:07:00.000,0,0.14,28.97,Nest,0,1,-0.667158131336468
24/04/2015 00:08:00.000,0.5,2.63,28.85,Nest,1,0,0.139266685837274
24/04/2015 00:09:00.000,0.94,2.13,28.85,Nest,1,0,0.848920524950167
24/04/2015 00:10:00.000,0.2,1.57,28.85,Nest,0,1,-0.344588204466971
24/04/2015 00:11:00.000,0,0.37,28.6,Nest,0,1,-0.667158131336468
24/04/2015 00:12:00.000,0.13,0.25,28.36,Nest,0,1,-0.457487678871295
24/04/2015 00:13:00.000,0,0.13,28.12,Nest,0,1,-0.667158131336468
24/04/2015 00:14:00.000,0,0.19,27.99,Nest,0,1,-0.667158131336468
24/04/2015 00:15:00.000,0.07,0.82,27.87,Nest,0,1,-0.554258656932144
24/04/2015 00:16:00.000,0.0600000000000001,0.2,27.75,Nest,0,1,-0.570387153275619
24/04/2015 00:17:00.000,0.32,0.94,27.75,Nest,1,0,-0.151046248345273
24/04/2015 00:18:00.000,0,0.31,27.63,Nest,0,1,-0.667158131336468
24/04/2015 00:19:00.000,0.06,2.01,27.51,Nest,0,1,-0.570387153275619
24/04/2015 00:20:00.000,0,0.12,27.75,Nest,0,1,-0.667158131336468
24/04/2015 00:21:00.000,0.24,0.94,27.87,Nest,1,0,-0.280074219093072
24/04/2015 00:22:00.000,0,0.13,27.75,Nest,0,1,-0.667158131336468
24/04/2015 00:23:00.000,0.07,0.13,27.63,Nest,0,1,-0.554258656932144
24/04/2015 00:24:00.000,0.07,0.13,27.38,Nest,0,1,-0.554258656932144
24/04/2015 00:25:00.000,0.0600000000000001,0.25,27.38,Nest,0,1,-0.570387153275619
24/04/2015 00:26:00.000,0,0.2,27.26,Nest,0,1,-0.667158131336468
24/04/2015 00:27:00.000,0,0.0600000000000001,27.14,Nest,0,1,-0.667158131336468
24/04/2015 00:28:00.000,0.18,0.18,27.02,Nest,0,1,-0.376845197153921
24/04/2015 00:29:00.000,0,0.13,27.14,Nest,0,1,-0.667158131336468
24/04/2015 00:30:00.000,0.0600000000000001,0.12,27.26,Nest,0,1,-0.570387153275619
24/04/2015 00:31:00.000,0,0.56,27.38,Nest,0,1,-0.667158131336468
24/04/2015 00:32:00.000,0.12,0.12,27.38,Nest,0,1,-0.47361617521477
24/04/2015 00:33:00.000,0.0600000000000001,0.12,27.38,Nest,0,1,-0.570387153275619
24/04/2015 00:34:00.000,0,0.12,27.38,Nest,0,1,-0.667158131336468
24/04/2015 00:35:00.000,0.18,0.18,27.38,Nest,0,1,-0.376845197153921
24/04/2015 00:36:00.000,0,0.0600000000000001,27.63,Nest,0,1,-0.667158131336468
24/04/2015 00:37:00.000,0,0.0600000000000001,27.51,Nest,0,1,-0.667158131336468
24/04/2015 00:38:00.000,0,0.43,27.63,Nest,0,1,-0.667158131336468
24/04/2015 00:39:00.000,0.07,0.19,27.51,Nest,0,1,-0.554258656932144
24/04/2015 00:40:00.000,0,0.12,27.51,Nest,0,1,-0.667158131336468
24/04/2015 00:41:00.000,0.0600000000000001,0.0600000000000001,27.38,Nest,0,1,-0.570387153275619
24/04/2015 00:42:00.000,0.0600000000000001,0.31,27.26,Nest,0,1,-0.570387153275619
24/04/2015 00:43:00.000,0.12,0.26,27.26,Nest,0,1,-0.47361617521477
24/04/2015 00:44:00.000,0,0.12,27.38,Nest,0,1,-0.667158131336468
24/04/2015 00:45:00.000,0,1.06,27.38,Nest,0,1,-0.667158131336468
24/04/2015 00:46:00.000,0,0.12,27.26,Nest,0,1,-0.667158131336468
24/04/2015 00:47:00.000,0,1.32,27.26,Nest,0,1,-0.667158131336468
24/04/2015 00:48:00.000,0,0.07,27.26,Nest,0,1,-0.667158131336468
24/04/2015 00:49:00.000,0,0.12,27.26,Nest,0,1,-0.667158131336468
24/04/2015 00:50:00.000,0.06,0.12,27.14,Nest,0,1,-0.570387153275619
24/04/2015 00:51:00.000,0.0599999999999999,0.31,27.38,Nest,0,1,-0.570387153275619
24/04/2015 00:52:00.000,0,0.12,27.26,Nest,0,1,-0.667158131336468
24/04/2015 00:53:00.000,0.07,0.13,27.51,Nest,0,1,-0.554258656932144
24/04/2015 00:54:00.000,0.07,0.13,27.38,Nest,0,1,-0.554258656932144
24/04/2015 00:55:00.000,0.13,0.19,27.38,Nest,0,1,-0.457487678871295
24/04/2015 00:56:00.000,0,0.19,27.26,Nest,0,1,-0.667158131336468
24/04/2015 00:57:00.000,0.0600000000000001,0.12,27.14,Nest,0,1,-0.570387153275619
24/04/2015 00:58:00.000,0,0.12,27.02,Nest,0,1,-0.667158131336468
24/04/2015 00:59:00.000,0.06,0.12,26.9,Nest,0,1,-0.570387153275619
24/04/2015 01:00:00.000,0,1.51,26.77,Nest,0,1,-0.667158131336468
24/04/2015 01:01:00.000,0.0600000000000001,0.18,26.77,Nest,0,1,-0.570387153275619
24/04/2015 01:02:00.000,0,0.19,26.77,Nest,0,1,-0.667158131336468
24/04/2015 01:03:00.000,0,0.12,26.9,Nest,0,1,-0.667158131336468
24/04/2015 01:04:00.000,0,0.25,27.02,Nest,0,1,-0.667158131336468
24/04/2015 01:05:00.000,0,0.0600000000000001,27.26,Nest,0,1,-0.667158131336468
24/04/2015 01:06:00.000,0,0.0600000000000001,27.38,Nest,0,1,-0.667158131336468
24/04/2015 01:07:00.000,0.13,0.5,27.38,Nest,0,1,-0.457487678871295
24/04/2015 01:08:00.000,0,0.13,27.63,Nest,0,1,-0.667158131336468
24/04/2015 01:09:00.000,0.06,0.0600000000000001,27.87,Nest,0,1,-0.570387153275619
24/04/2015 01:10:00.000,0,0.19,27.87,Nest,0,1,-0.667158131336468
24/04/2015 01:11:00.000,0.0600000000000001,0.0600000000000001,27.99,Nest,0,1,-0.570387153275619
24/04/2015 01:12:00.000,0,0.37,28.12,Nest,0,1,-0.667158131336468
24/04/2015 01:13:00.000,0.07,0.14,27.87,Nest,0,1,-0.554258656932144
24/04/2015 01:14:00.000,0,0.13,27.75,Nest,0,1,-0.667158131336468
24/04/2015 01:15:00.000,0.06,0.19,27.75,Nest,0,1,-0.570387153275619
24/04/2015 01:16:00.000,0,0.12,27.38,Nest,0,1,-0.667158131336468
24/04/2015 01:17:00.000,0.06,0.12,27.26,Nest,0,1,-0.570387153275619
24/04/2015 01:18:00.000,0,0.37,27.14,Nest,0,1,-0.667158131336468
24/04/2015 01:19:00.000,0,0.13,26.9,Nest,0,1,-0.667158131336468
24/04/2015 01:20:00.000,0.13,0.13,26.9,Nest,0,1,-0.457487678871295
24/04/2015 01:21:00.000,0,0.13,26.77,Nest,0,1,-0.667158131336468
24/04/2015 01:22:00.000,0.12,0.33,26.9,Nest,0,1,-0.47361617521477
24/04/2015 01:23:00.000,0.12,0.33,26.9,Nest,0,1,-0.47361617521477
24/04/2015 01:24:00.000,0.07,0.25,26.9,Nest,0,1,-0.554258656932144
24/04/2015 01:25:00.000,0,0.14,26.9,Nest,0,1,-0.667158131336468
24/04/2015 01:26:00.000,0.0600000000000001,0.14,26.9,Nest,0,1,-0.570387153275619
24/04/2015 01:27:00.000,0.12,2.94,26.77,Nest,0,1,-0.47361617521477
24/04/2015 01:28:00.000,1.3,1.69,26.9,Nest,1,0,1.42954639331526
24/04/2015 01:29:00.000,0.07,0.19,27.02,Nest,0,1,-0.554258656932144
24/04/2015 01:30:00.000,0,0.24,27.14,Nest,0,1,-0.667158131336468
24/04/2015 01:31:00.000,0,0.31,27.26,Nest,0,1,-0.667158131336468
24/04/2015 01:32:00.000,0.2,0.32,27.14,Nest,0,1,-0.344588204466971
24/04/2015 01:33:00.000,0,1.06,27.26,Nest,0,1,-0.667158131336468
24/04/2015 01:34:00.000,0.07,0.14,27.14,Nest,0,1,-0.554258656932144
24/04/2015 01:35:00.000,0,0.13,27.14,Nest,0,1,-0.667158131336468
24/04/2015 01:36:00.000,0.0599999999999999,0.12,27.14,Nest,0,1,-0.570387153275619
24/04/2015 01:37:00.000,0.0600000000000001,0.12,27.26,Nest,0,1,-0.570387153275619
