datetime,odba,odba_max,temp,nest,awake,asleep,odba_z
2017-06-11 00:00:00,0,0.18,35.69,Nest,0,1,-0.479839884303305
2017-06-11 00:01:00,0.0600000000000001,0.12,35.69,Nest,0,1,-0.370820733659998
2017-06-11 00:02:00,0,0.13,35.69,Nest,0,1,-0.479839884303305
2017-06-11 00:03:00,0.13,0.37,35.69,Nest,0,1,-0.24363172457614
2017-06-11 00:04:00,0.0600000000000001,0.13,35.81,Nest,0,1,-0.370820733659998
2017-06-11 00:05:00,0.13,0.13,35.69,Nest,0,1,-0.24363172457614
2017-06-11 00:06:00,0,2.06,35.81,Nest,0,1,-0.479839884303305
2017-06-11 00:07:00,0.07,0.07,35.69,Nest,0,1,-0.352650875219447
2017-06-11 00:08:00,0,0,35.69,Nest,0,1,-0.479839884303305
2017-06-11 00:09:00,0.06,0.06,35.69,Nest,0,1,-0.370820733659998
2017-06-11 00:10:00,0,0.38,35.69,Nest,0,1,-0.479839884303305
2017-06-11 00:11:00,0,0.13,35.69,Nest,0,1,-0.479839884303305
2017-06-11 00:12:00,0,0.38,35.81,Nest,0,1,-0.479839884303305
2017-06-11 00:13:00,0,0.13,35.69,Nest,0,1,-0.479839884303305
2017-06-11 00:14:00,0.13,1.3,35.81,Nest,0,1,-0.24363172457614
2017-06-11 00:15:00,0.43,2.13,35.81,Nest,1,0,0.301464028640395
2017-06-11 00:16:00,0.37,0.76,35.56,Nest,1,0,0.192444877997088
2017-06-11 00:17:00,1.38,1.68,35.56,Nest,1,0,2.02760058049275
2017-06-11 00:18:00,0.07,0.13,35.56,Nest,0,1,-0.352650875219447
2017-06-11 00:19:00,0,0.18,35.56,Nest,0,1,-0.479839884303305
2017-06-11 00:20:00,0.06,0.12,35.69,Nest,0,1,-0.370820733659998
2017-06-11 00:21:00,0.12,0.12,35.69,Nest,0,1,-0.261801583016691
2017-06-11 00:22:00,0,0.32,35.56,Nest,0,1,-0.479839884303305
2017-06-11 00:23:00,0,0.13,35.69,Nest,0,1,-0.479839884303305
2017-06-11 00:24:00,0,0.31,35.69,Nest,0,1,-0.479839884303305
2017-06-11 00:25:00,0.07,1.37,35.69,Nest,0,1,-0.352650875219447
2017-06-11 00:26:00,0,0.07,35.69,Nest,0,1,-0.479839884303305
2017-06-11 00:27:00,0,0.07,35.69,Nest,0,1,-0.479839884303305
2017-06-11 00:28:00,0,0.13,35.69,Nest,0,1,-0.479839884303305
2017-06-11 00:29:00,0,0.07,35.69,Nest,0,1,-0.479839884303305
2017-06-11 00:30:00,0,0.5,35.81,Nest,0,1,-0.479839884303305
2017-06-11 00:31:00,0,0.06,35.69,Nest,0,1,-0.479839884303305
2017-06-11 00:32:00,0,0.06,35.69,Nest,0,1,-0.479839884303305
2017-06-11 00:33:00,0,0.06,35.81,Nest,0,1,-0.479839884303305
2017-06-11 00:34:00,0,0.06,35.93,Nest,0,1,-0.479839884303305
2017-06-11 00:35:00,0.07,0.87,35.81,Nest,0,1,-0.352650875219447
2017-06-11 00:36:00,0.13,0.19,35.81,Nest,0,1,-0.24363172457614
