datetime,odba,odba_max,temp,nest,awake,asleep,odba_z
2014-08-26 00:00:00,0.12,0.12,10.05,Nest,0,1,-0.422518554684656
2014-08-26 00:01:00,0.0600000000000001,0.12,10.05,Nest,0,1,-0.497538884330858
2014-08-26 00:02:00,0.0600000000000001,0.13,9.92,Nest,0,1,-0.497538884330858
2014-08-26 00:03:00,0,0.12,9.8,Nest,0,1,-0.572559213977061
2014-08-26 00:04:00,0.12,0.12,9.92,Nest,0,1,-0.422518554684656
2014-08-26 00:05:00,0.0600000000000001,0.12,9.8,Nest,0,1,-0.497538884330858
2014-08-26 00:06:00,0.0600000000000001,0.13,10.05,Nest,0,1,-0.497538884330858
2014-08-26 00:07:00,0.12,0.12,9.8,Nest,0,1,-0.422518554684656
2014-08-26 00:08:00,0.0600000000000001,0.12,9.92,Nest,0,1,-0.497538884330858
2014-08-26 00:09:00,0.0600000000000001,0.12,9.8,Nest,0,1,-0.497538884330858
2014-08-26 00:10:00,0.0600000000000001,0.12,9.92,Nest,0,1,-0.497538884330858
2014-08-26 00:11:00,0.0600000000000001,0.13,9.92,Nest,0,1,-0.497538884330858
2014-08-26 00:12:00,0,0.12,10.05,Nest,0,1,-0.572559213977061
2014-08-26 00:13:00,0.12,0.12,9.8,Nest,0,1,-0.422518554684656
2014-08-26 00:14:00,0.0600000000000001,0.13,9.92,Nest,0,1,-0.497538884330858
2014-08-26 00:15:00,0.0600000000000001,0.19,10.05,Nest,0,1,-0.497538884330858
2014-08-26 00:16:00,0.0600000000000001,0.12,9.8,Nest,0,1,-0.497538884330858
2014-08-26 00:17:00,0.0600000000000001,0.12,9.8,Nest,0,1,-0.497538884330858
2014-08-26 00:18:00,0.0600000000000001,0.12,9.92,Nest,0,1,-0.497538884330858
2014-08-26 00:19:00,0.0600000000000001,0.12,9.8,Nest,0,1,-0.497538884330858
2014-08-26 00:20:00,0.0600000000000001,0.12,9.92,Nest,0,1,-0.497538884330858
2014-08-26 00:21:00,0.0600000000000001,0.12,9.8,Nest,0,1,-0.497538884330858
2014-08-26 00:22:00,0.0600000000000001,0.12,9.8,Nest,0,1,-0.497538884330858
2014-08-26 00:23:00,0.0600000000000001,0.12,9.8,Nest,0,1,-0.497538884330858
2014-08-26 00:24:00,0.0600000000000001,0.12,9.92,Nest,0,1,-0.497538884330858
2014-08-26 00:25:00,0,0.13,9.92,Nest,0,1,-0.572559213977061
2014-08-26 00:26:00,0.0600000000000001,0.12,9.92,Nest,0,1,-0.497538884330858
2014-08-26 00:27:00,0,0.12,9.8,Nest,0,1,-0.572559213977061
2014-08-26 00:28:00,0.0600000000000001,0.13,9.92,Nest,0,1,-0.497538884330858
2014-08-26 00:29:00,0.0600000000000001,0.13,9.92,Nest,0,1,-0.497538884330858
2014-08-26 00:30:00,0.12,0.12,9.8,Nest,0,1,-0.422518554684656
2014-08-26 00:31:00,0.12,0.12,9.92,Nest,0,1,-0.422518554684656
2014-08-26 00:32:00,0.0600000000000001,0.12,9.92,Nest,0,1,-0.497538884330858
2014-08-26 00:33:00,0.0600000000000001,0.12,9.8,Nest,0,1,-0.497538884330858
