datetime,odba,odba_max,temp,nest,awake,asleep,odba_z
03-May-2015 00:00:00,0.24,0.32,27.38,Nest,1,0,-0.26548690965042
03-May-2015 00:01:00,0.12,0.24,27.38,Nest,0,1,-0.442571878501415
03-May-2015 00:02:00,0.06,0.56,27.38,Nest,0,1,-0.531114362926913
03-May-2015 00:03:00,0.38,1.32,27.51,Nest,1,0,-0.0588877793242581
03-May-2015 00:04:00,0.63,1.38,27.75,Nest,1,0,0.310039239115316
03-May-2015 00:05:00,0.12,1.5,27.87,Nest,0,1,-0.442571878501415
03-May-2015 00:06:00,0.0600000000000001,0.0600000000000001,28.12,Nest,0,1,-0.531114362926913
03-May-2015 00:07:00,0.07,0.19,28.12,Nest,0,1,-0.51635728218933
03-May-2015 00:08:00,0,0.12,27.99,Nest,0,1,-0.619656847352411
03-May-2015 00:09:00,0.0599999999999999,0.18,27.99,Nest,0,1,-0.531114362926913
03-May-2015 00:10:00,0,0.19,27.99,Nest,0,1,-0.619656847352411
03-May-2015 00:11:00,0.12,0.75,28.24,Nest,0,1,-0.442571878501415
03-May-2015 00:12:00,0,0.13,28.36,Nest,0,1,-0.619656847352411
03-May-2015 00:13:00,1,1.44,28.36,Nest,1,0,0.856051226405886
03-May-2015 00:14:00,0.44,1.51,28.73,Nest,1,0,0.0296547051012397
03-May-2015 00:15:00,0,0.13,28.85,Nest,0,1,-0.619656847352411
03-May-2015 00:16:00,0,0.13,28.85,Nest,0,1,-0.619656847352411
03-May-2015 00:17:00,0,0.07,28.85,Nest,0,1,-0.619656847352411
03-May-2015 00:18:00,0,0,28.85,Nest,0,1,-0.619656847352411
03-May-2015 00:19:00,0.0600000000000001,0.19,29.09,Nest,0,1,-0.531114362926913
03-May-2015 00:20:00,0.07,0.56,28.97,Nest,0,1,-0.51635728218933
03-May-2015 00:21:00,0.37,0.5,28.97,Nest,1,0,-0.073644860061841
03-May-2015 00:22:00,0.0600000000000001,0.25,29.22,Nest,0,1,-0.531114362926913
03-May-2015 00:23:00,0,0.19,28.97,Nest,0,1,-0.619656847352411
03-May-2015 00:24:00,0.0600000000000001,0.18,29.09,Nest,0,1,-0.531114362926913
03-May-2015 00:25:00,0,0.12,29.34,Nest,0,1,-0.619656847352411
03-May-2015 00:26:00,0,0.13,29.22,Nest,0,1,-0.619656847352411
03-May-2015 00:27:00,0.12,0.43,29.22,Nest,0,1,-0.442571878501415
03-May-2015 00:28:00,0.0600000000000001,0.19,29.34,Nest,0,1,-0.531114362926913
03-May-2015 00:29:00,0.21,1.2,29.34,Nest,1,0,-0.309758151863169
03-May-2015 00:30:00,0.2,1.2,29.34,Nest,0,1,-0.324515232600751
03-May-2015 00:31:00,0.07,0.51,29.22,Nest,0,1,-0.51635728218933
03-May-2015 00:32:00,0,0.19,29.34,Nest,0,1,-0.619656847352411
03-May-2015 00:33:00,0.58,0.76,28.97,Nest,1,0,0.236253835427401
03-May-2015 00:34:00,0,0.0599999999999999,28.73,Nest,0,1,-0.619656847352411
03-May-2015 00:35:00,0,0.2,28.48,Nest,0,1,-0.619656847352411
03-May-2015 00:36:00,0,0.27,28.36,Nest,0,1,-0.619656847352411
03-May-2015 00:37:00,0,0.12,28.36,Nest,0,1,-0.619656847352411
03-May-2015 00:38:00,0,0.18,28.36,Nest,0,1,-0.619656847352411
03-May-2015 00:39:00,0.13,0.81,28.12,Nest,0,1,-0.427814797763832
03-May-2015 00:40:00,0.06,0.88,28.6,Nest,0,1,-0.531114362926913
03-May-2015 00:41:00,0.37,0.88,28.73,Nest,1,0,-0.073644860061841
03-May-2015 00:42:00,0.32,0.82,28.85,Nest,1,0,-0.147430263749756
03-May-2015 00:43:00,0.25,0.82,29.09,Nest,1,0,-0.250729828912837
03-May-2015 00:44:00,5.12,5.12,29.22,Nest,1,0,6.93596849029007
03-May-2015 00:45:00,1.2,4.24,28.73,Nest,1,0,1.15119284115754
03-May-2015 00:46:00,0.39,13.02,26.9,Nest,1,0,-0.0441306985866751
03-May-2015 00:47:00,1.01,3.81,25.31,Out,1,0,0.870808307143469
03-May-2015 00:48:00,0.12,0.31,24.45,Out,0,1,-0.442571878501415
03-May-2015 00:49:00,0.13,0.32,24.94,Out,0,1,-0.427814797763832
03-May-2015 00:50:00,0.12,0.45,25.67,Out,0,1,-0.442571878501415
03-May-2015 00:51:00,0.27,0.5,26.16,Out,1,0,-0.221215667437671
03-May-2015 00:52:00,0.06,0.45,26.9,Nest,0,1,-0.531114362926913
03-May-2015 00:53:00,0.12,0.38,27.02,Nest,0,1,-0.442571878501415
03-May-2015 00:54:00,0.13,0.38,27.02,Nest,0,1,-0.427814797763832
03-May-2015 00:55:00,0,0.49,27.26,Nest,0,1,-0.619656847352411
03-May-2015 00:56:00,0,0.2,27.26,Nest,0,1,-0.619656847352411
03-May-2015 00:57:00,0,0.27,27.26,Nest,0,1,-0.619656847352411
03-May-2015 00:58:00,0,0.31,27.02,Nest,0,1,-0.619656847352411
03-May-2015 00:59:00,0,0.31,27.26,Nest,0,1,-0.619656847352411
